show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num,primary_country,primary_genre,Cluster
146,0,8662,3749,4918,736,1694,2021,7,24,309,4690,119.0,80,12,3
157,0,356,3986,7315,736,1693,2021,12,15,230,2934,110.0,80,7,2
168,0,580,3369,4499,251,1693,1994,9,53,332,1312,143.0,29,12,3
179,0,1227,1748,47,510,1693,2009,6,24,337,6985,119.0,78,12,3
190,0,1959,2955,4077,251,1693,2015,12,19,199,788,114.0,29,7,2
201,0,2436,2496,7246,589,1693,2021,7,214,274,6950,94.0,78,10,0
212,0,2872,3847,274,251,1693,2017,9,9,332,8362,106.0,29,12,3
224,0,3043,1687,3044,736,1693,2020,11,219,329,1936,99.0,80,12,0
235,1,3048,4303,3468,15,1693,2021,14,0,433,1626,1.0,1,17,2
246,1,3176,4303,4204,736,1693,2019,9,0,393,8193,1.0,80,16,3
257,0,3353,1748,4827,511,1693,2003,8,23,513,1785,118.0,78,35,1
268,1,4286,4303,7246,736,1693,2012,14,0,422,2749,1.0,80,17,2
279,1,5533,4303,7246,435,1693,2013,14,138,423,5531,3.0,67,17,2
290,1,5650,4303,6441,603,1693,2021,11,0,255,501,1.0,79,8,2
301,0,6269,4340,6,251,1693,2020,9,20,329,264,115.0,29,12,3
312,0,163,2650,2700,621,1692,2004,6,215,125,6342,95.0,79,4,0
323,0,361,1433,2463,736,1692,2017,7,20,332,7866,115.0,80,12,3
335,0,541,2359,6062,228,1692,2005,7,11,309,532,108.0,22,12,3
346,0,810,3788,434,736,1692,2021,13,178,148,2670,63.0,80,4,0
357,0,1071,3507,2632,603,1692,1982,8,22,16,4484,117.0,79,0,3
368,1,1198,4303,7201,736,1692,2021,11,0,404,567,1.0,80,16,2
379,0,1418,2998,6570,431,1692,2015,8,28,60,4441,121.0,66,0,3
390,0,1580,3296,2634,690,1692,1994,7,52,36,8377,142.0,79,0,3
401,0,1587,3461,6881,683,1692,1993,8,18,0,5800,113.0,79,0,3
412,0,1632,342,3573,684,1692,2003,8,66,337,6987,154.0,79,12,3
423,0,1740,3917,5583,30,1692,2001,6,215,20,7770,95.0,1,0,0
434,0,1885,2359,1277,603,1692,2010,7,11,337,8493,108.0,79,12,3
446,0,2016,3949,1654,603,1692,1989,8,27,164,5529,120.0,79,6,3
457,0,2208,3807,3344,14,1692,2014,11,3,332,658,100.0,0,12,2
468,0,2325,4013,1125,720,1692,2015,8,200,0,7997,82.0,79,0,0
479,0,2561,3489,2703,228,1692,2007,7,31,309,8463,124.0,22,12,3
490,0,2842,2665,6189,603,1692,2011,7,19,60,6374,114.0,79,0,3
501,0,3182,3451,1445,603,1692,1990,8,7,186,4083,104.0,79,7,3
512,0,3183,1411,1444,603,1692,1991,8,214,192,5120,94.0,79,7,0
523,0,3184,1209,1446,603,1692,1994,8,214,227,1550,94.0,79,7,0
534,1,3197,4303,7246,736,1692,2021,12,0,446,3140,1.0,80,21,2
545,1,2887,1422,2569,736,1692,2020,9,0,512,7877,1.0,80,34,1
557,0,3276,2806,4751,603,1692,1998,8,213,20,1815,93.0,79,0,0
568,0,3350,2819,5449,603,1692,1999,8,217,513,5913,97.0,79,35,1
579,0,3384,280,3107,108,1692,2005,9,12,52,2910,109.0,12,0,3
590,0,3517,594,2944,603,1692,2016,11,206,185,3737,88.0,79,7,0
601,1,3785,4303,4358,407,1692,2016,13,110,422,3108,2.0,59,17,2
612,1,3893,4303,3908,319,1692,2015,11,138,85,3683,3.0,36,2,0
623,0,3953,1892,1703,589,1692,1986,6,4,10,4383,101.0,78,0,3
634,0,4052,1387,416,603,1692,2010,6,8,203,2914,105.0,79,7,3
645,0,4054,938,3819,58,1692,2018,9,5,467,4412,102.0,10,24,1
656,0,4203,4278,5295,603,1692,2003,7,4,230,812,101.0,79,7,3
668,0,4237,3157,5033,239,1692,2010,11,6,200,8346,103.0,26,7,2
679,1,4353,4303,2419,603,1692,1992,12,151,487,8187,4.0,79,30,1
690,0,4440,4185,2898,603,1692,1996,7,9,193,2567,106.0,79,7,3
701,0,4442,3451,1265,635,1692,2017,7,23,309,6809,118.0,79,12,3
712,0,4846,1031,791,603,1692,2003,8,204,230,1431,86.0,79,7,0
723,0,4917,2285,923,603,1692,1999,7,28,20,1178,121.0,79,0,3
734,1,5187,4303,5550,736,1692,2019,11,0,241,7206,1.0,80,8,2
745,0,5214,3823,6042,316,1692,1984,8,125,174,3269,229.0,34,6,3
756,0,5254,2723,3367,621,1692,2008,6,192,125,3431,76.0,79,4,0
767,0,5283,563,1393,603,1692,2001,6,215,9,5685,95.0,79,0,0
779,0,5537,4435,3537,603,1692,2006,7,218,36,1225,98.0,79,0,0
790,0,5847,3265,7163,603,1692,1997,8,207,288,6724,89.0,79,10,0
801,0,6046,2775,2500,603,1692,2017,7,27,310,1310,120.0,79,12,3
812,0,6121,3491,2888,656,1692,2003,7,15,227,5394,110.0,79,7,3
823,0,6405,244,7219,603,1692,2015,7,201,285,6579,83.0,79,10,0
834,0,6770,349,1128,603,1692,2003,8,28,36,73,121.0,79,0,3
845,0,6926,3421,1116,603,1692,1980,8,8,337,7546,105.0,79,12,3
856,0,7198,2817,1958,603,1692,1986,7,214,20,413,94.0,79,0,0
867,0,7233,1677,2503,589,1692,1961,9,68,14,3357,156.0,78,0,3
878,0,7311,1237,2987,603,1692,2014,8,17,20,6036,112.0,79,0,3
890,0,7555,4232,1959,603,1692,1996,7,215,230,1737,95.0,79,7,0
901,0,7556,3263,1960,736,1692,2000,7,10,230,1813,107.0,80,7,3
912,1,8208,4303,7246,736,1692,2021,9,0,291,7160,1.0,80,11,3
923,0,8497,2540,4713,603,1692,2008,7,19,185,5771,114.0,79,7,3
934,0,3354,4435,1483,603,1691,1993,8,36,14,1274,129.0,79,0,3
945,1,6471,4303,4642,603,1691,2021,12,0,446,4853,1.0,79,21,2
956,0,8313,710,7246,736,1691,2021,11,204,289,6748,86.0,80,10,0
967,1,3138,4303,6606,736,1690,2021,9,0,393,115,1.0,80,16,3
978,1,7301,4303,3898,736,1690,2021,10,0,409,1240,1.0,80,16,2
989,0,54,3416,5862,162,1689,2008,11,217,217,166,97.0,20,7,0
1001,1,1204,4303,7235,736,1689,2020,13,110,433,4495,2.0,80,17,2
1012,0,7948,3851,6398,251,1689,2021,9,32,326,3414,125.0,29,12,3
1023,0,8614,4132,3211,520,1689,2017,8,10,318,1245,107.0,78,12,3
1034,0,1287,3670,5049,251,1688,2008,9,34,25,7184,127.0,29,0,3
1045,1,1765,4303,3633,1,1688,2021,11,0,412,1456,1.0,86,16,2
1056,1,1875,4303,2313,736,1688,2002,11,0,400,791,1.0,80,16,2
1067,0,2141,3771,6336,251,1688,2008,9,35,200,107,128.0,29,7,3
1078,0,2995,2655,114,736,1688,2021,9,212,230,2374,92.0,80,7,0
1089,1,3280,4303,4910,736,1688,2021,14,0,433,4991,1.0,80,17,2
1100,1,3814,2219,6679,368,1688,2021,11,0,244,2120,1.0,49,8,2
1113,0,3849,3170,176,251,1688,2006,9,44,200,6211,135.0,29,7,3
1124,0,3873,3747,6675,251,1688,2004,9,31,46,7434,124.0,29,0,3
1135,0,3878,316,7208,251,1688,2003,9,45,332,1130,136.0,29,12,3
1146,0,3899,3732,7210,251,1688,2005,11,78,219,5219,165.0,29,7,2
1157,0,3900,4297,7207,251,1688,2016,11,31,217,8134,124.0,29,7,2
1168,0,3901,3670,7209,251,1688,2012,11,45,217,2264,136.0,29,7,2
1179,0,3903,973,2480,251,1688,2001,9,62,221,6596,150.0,29,7,3
1190,0,3928,1082,5403,251,1688,2010,11,17,319,7094,112.0,29,12,2
1201,0,4655,370,7387,251,1688,2008,9,24,53,1212,119.0,29,0,3
1212,0,5216,2882,230,251,1688,2010,9,42,328,5390,133.0,29,12,3
1224,0,5217,2882,258,251,1688,2013,9,52,328,7156,142.0,29,12,3
1235,0,5705,3223,3679,251,1688,2011,11,213,350,266,93.0,29,13,0
1246,0,5706,533,6847,251,1688,2014,11,18,350,6576,113.0,29,13,2
1257,1,5781,4303,1298,279,1688,2016,11,110,412,2518,2.0,32,16,2
1268,1,5683,4303,4011,736,1688,2021,12,138,292,6308,3.0,80,11,2
1279,0,5991,2525,6267,736,1688,2021,8,31,52,1087,124.0,80,0,3
1290,0,6283,370,461,251,1688,2007,11,21,39,2739,116.0,29,0,2
1301,0,6288,3380,6469,251,1688,2011,9,9,199,8416,106.0,29,7,3
1312,0,7093,2882,7320,251,1688,2011,9,55,200,1974,145.0,29,7,3
1323,1,8025,4303,7246,736,1688,2021,9,0,455,4406,1.0,80,21,3
1335,1,2140,4303,6925,319,1687,2021,9,0,80,1499,1.0,36,2,3
1346,1,2364,4303,4356,603,1687,2021,12,151,433,8348,4.0,79,17,2
1357,0,1124,2071,1029,736,1686,2021,9,213,274,2836,93.0,80,10,0
1368,1,1586,570,7666,736,1686,2021,11,0,264,8164,1.0,80,8,2
1379,1,3614,2731,7246,736,1686,2021,11,0,235,4264,1.0,80,8,2
1390,1,4756,4303,7246,736,1686,2021,9,0,385,2158,1.0,80,16,3
1401,1,5256,4303,4637,736,1686,2021,11,0,414,1677,1.0,80,16,2
1412,1,5541,4303,3805,736,1686,2021,11,0,410,6057,1.0,80,16,2
1423,0,5776,307,4034,603,1686,2020,11,215,322,980,95.0,79,12,0
1434,0,7552,3594,5667,718,1686,2014,8,11,0,2327,108.0,79,0,3
1446,0,7563,797,1103,603,1686,2020,11,210,345,970,90.0,79,13,0
1457,0,7682,3639,7246,736,1686,2021,11,204,289,4764,86.0,80,10,0
1468,0,7871,1010,1729,603,1686,2021,6,212,138,3210,92.0,79,4,0
1479,1,8548,4303,5548,603,1686,2019,10,138,446,5667,3.0,79,21,1
1490,0,1689,2640,7246,506,1685,2021,11,200,288,6885,82.0,78,10,0
1501,1,5162,4303,7246,736,1685,2021,13,0,433,5062,1.0,80,17,2
1512,0,8312,865,7246,736,1685,2021,12,186,287,2919,70.0,80,10,0
1523,0,1160,3431,226,736,1684,2021,9,29,353,5653,122.0,80,13,3
1534,0,1161,3431,226,736,1684,2021,9,29,353,5653,122.0,80,13,3
1545,0,1162,3431,226,736,1684,2021,9,29,353,5653,122.0,80,13,3
1557,0,1163,3431,226,736,1684,2021,9,29,353,5653,122.0,80,13,3
1568,0,7897,1517,7022,736,1684,2021,11,202,1,3466,84.0,80,0,0
1579,1,4393,4303,4856,603,1683,2021,9,138,500,7976,3.0,79,31,1
1590,1,1649,4303,7246,736,1682,2021,11,0,409,8624,1.0,80,16,2
1601,1,2304,4303,4409,736,1682,2021,11,0,399,1018,1.0,80,16,2
1612,0,2870,2175,189,736,1682,2018,9,216,332,1584,96.0,80,12,0
1623,1,3858,4303,5501,736,1682,2021,12,0,292,5840,1.0,80,11,2
1634,0,4378,4471,6138,736,1682,2021,11,20,329,8188,115.0,80,12,2
1645,0,6686,597,3067,603,1682,2021,8,15,36,4134,110.0,79,0,3
1656,1,6986,4303,6329,736,1682,2021,11,0,488,2668,1.0,80,30,1
1668,0,7450,955,774,736,1682,2021,14,206,131,8601,88.0,80,4,0
1679,0,174,4324,5516,736,1681,2020,12,5,329,4626,102.0,80,12,2
1690,0,4085,1116,674,603,1681,2011,7,211,322,1095,91.0,79,12,0
1701,0,1053,2848,5654,736,1680,2021,11,8,375,6510,105.0,80,15,2
1712,0,1143,2555,763,251,1680,1995,9,44,329,8726,135.0,29,12,3
1723,1,2754,4303,292,603,1680,2021,13,162,422,2769,5.0,79,17,2
1734,0,4522,2794,7246,736,1680,2021,11,204,281,6021,86.0,80,10,0
1745,0,5072,4262,2783,736,1680,2020,9,50,326,8723,140.0,80,12,3
1756,0,5130,2555,1926,736,1680,2015,9,42,329,4998,133.0,80,12,3
1767,0,5304,198,4410,736,1680,2020,11,212,200,7284,92.0,80,7,0
1779,0,5348,3135,616,262,1680,2018,12,200,200,3702,82.0,29,7,0
1790,1,7074,4303,6978,736,1680,2020,11,0,244,4313,1.0,80,8,2
1801,0,7711,628,4148,736,1680,2021,9,217,220,5226,97.0,80,7,0
1812,0,8314,2363,7246,736,1680,2021,11,194,287,2998,78.0,80,10,0
1823,1,4757,4303,7246,603,1679,2016,13,110,422,3008,2.0,79,17,2
1834,0,8429,3997,2018,603,1679,2014,8,214,211,1637,94.0,79,7,0
1845,1,5746,4303,3683,319,1678,2018,9,0,81,1789,1.0,36,2,3
1856,1,7033,4303,7246,251,1678,2020,11,0,292,3947,1.0,29,11,2
1867,0,7606,1748,2722,364,1678,1993,8,28,175,8588,121.0,48,6,3
1878,0,8302,2921,4754,736,1678,2020,11,217,326,7998,97.0,80,12,0
1890,1,8622,4303,4331,302,1678,2015,14,110,422,4726,2.0,34,17,2
1901,0,879,1280,3402,304,1677,2021,11,15,0,2191,110.0,34,0,2
1912,1,1196,4303,6123,603,1677,2021,11,0,499,441,1.0,79,31,1
1923,1,2380,4303,7220,603,1677,2021,14,162,422,523,5.0,79,17,2
1934,1,2783,2084,2271,162,1677,2021,11,0,244,6366,1.0,20,8,2
1945,1,2819,4303,3030,603,1677,2021,11,185,488,6754,7.0,79,30,1
1956,1,7348,4303,1348,2,1677,2021,11,0,241,1862,1.0,0,8,2
1967,1,8338,1646,1839,444,1677,2021,11,110,391,1370,2.0,69,16,2
1978,1,398,4303,546,323,1676,2021,9,0,417,6484,1.0,37,16,3
1989,0,4157,2116,4345,121,1676,2021,11,179,470,7264,64.0,13,27,1
2001,0,4715,4022,916,686,1676,2021,12,173,2,4509,59.0,79,0,0
2012,1,775,4303,7246,603,1675,2021,12,0,446,3508,1.0,79,21,2
2023,0,1238,717,4981,368,1675,2016,9,4,217,2970,101.0,49,7,3
2034,0,3948,2117,7516,342,1675,2020,11,34,319,1343,127.0,44,12,2
2045,0,4635,3693,7246,43,1675,2021,7,210,281,2531,90.0,5,10,0
2056,0,7352,4360,3376,589,1675,2021,9,19,230,3245,114.0,78,7,3
2067,0,7649,2036,1506,478,1675,2013,8,11,326,3170,108.0,71,12,3
2078,1,2629,4303,4122,603,1674,2021,13,110,422,3134,2.0,79,17,2
2089,1,3282,3681,3966,736,1674,2021,9,0,393,1365,1.0,80,16,3
2100,1,3981,4303,474,121,1674,2018,11,0,241,2748,1.0,13,8,2
2112,1,7040,4303,7544,435,1674,2019,9,0,394,6205,1.0,67,16,3
2123,0,8315,1304,7246,603,1674,2021,11,186,289,5118,70.0,79,10,0
2134,1,5996,4303,7555,319,1673,2021,9,0,80,5307,1.0,36,2,3
2145,0,5661,1124,4517,506,1672,2012,7,218,199,7361,98.0,78,7,0
2156,0,6382,73,2114,426,1672,2021,11,204,220,4596,86.0,66,7,0
2167,0,6728,1585,2698,736,1671,2020,12,48,366,6286,139.0,80,15,2
2178,0,7586,3347,288,603,1671,2021,7,16,20,1970,111.0,79,0,3
2189,1,3098,4303,4313,301,1670,2021,11,0,481,719,1.0,33,29,1
2200,1,5012,487,6859,251,1670,2021,11,0,512,3938,1.0,29,34,1
2211,0,5657,2197,2221,368,1670,2020,11,20,200,4872,115.0,49,7,2
2224,0,7787,2129,6826,162,1670,2021,9,5,347,1053,102.0,20,13,3
2235,0,8394,2293,4303,86,1670,2021,6,3,148,794,100.0,10,4,3
2246,0,1454,3605,6508,251,1669,2013,9,44,25,7707,135.0,29,0,3
2257,0,1567,686,7246,45,1669,2013,11,184,281,296,69.0,6,10,0
2268,0,2281,135,4417,2,1669,1985,11,215,190,3110,95.0,0,7,0
2279,0,3959,2364,2918,506,1669,2021,9,217,274,10,97.0,78,10,0
2290,0,6744,2586,2266,9,1669,1993,11,31,176,5601,124.0,0,6,2
2301,0,11,1673,5861,368,1668,2016,12,23,326,8211,118.0,49,12,2
2312,0,357,3270,784,603,1668,2021,11,20,345,3212,115.0,79,13,2
2323,0,507,4069,1716,603,1668,2012,11,20,442,6682,115.0,79,19,2
2335,1,1346,4303,4682,736,1668,2021,12,138,446,6494,3.0,80,21,1
2346,1,1615,543,7246,603,1668,2021,11,0,234,7480,1.0,79,8,2
2357,1,1671,4303,509,342,1668,2021,11,110,400,7911,2.0,44,16,2
2368,1,1677,4303,5524,603,1668,2021,11,0,446,8569,1.0,79,21,2
2379,1,684,4303,168,483,1667,2009,9,0,394,1912,1.0,73,16,3
2390,0,3014,1723,5730,603,1667,1995,8,7,322,5643,104.0,79,12,3
2401,0,3319,740,2397,699,1667,2010,11,9,326,8218,106.0,79,12,2
2412,1,5158,1607,6137,483,1667,2011,9,0,393,309,1.0,73,16,3
2423,0,5584,2314,7246,603,1667,2021,7,5,285,3489,102.0,79,10,3
2434,0,6275,1233,4809,736,1667,2021,11,217,281,5302,97.0,80,10,0
2446,1,7628,4303,3352,483,1667,2005,9,0,393,2773,1.0,73,16,3
2457,1,8077,4303,7246,736,1667,2021,12,0,291,7172,1.0,80,11,2
2468,1,8222,4303,7432,483,1667,2013,9,0,393,8428,1.0,73,16,3
2479,1,8726,4303,3351,483,1667,2008,11,0,393,1484,1.0,73,16,2
2490,1,91,4303,7073,603,1666,2012,9,185,487,5208,7.0,79,30,1
2501,1,99,4303,6382,302,1666,2020,14,138,422,5671,3.0,34,17,2
2512,0,886,604,1288,603,1666,1992,6,205,125,420,87.0,79,4,0
2523,0,887,3581,1289,603,1666,1993,6,206,125,1554,88.0,79,4,0
2534,0,923,3565,5897,718,1666,2007,7,19,60,6833,114.0,79,0,3
2545,0,1188,4211,6421,53,1666,2016,8,210,0,6553,90.0,7,0,0
2557,0,1380,4020,4248,621,1666,2002,7,52,309,2205,142.0,79,12,3
2568,0,1597,3280,974,621,1666,2009,6,210,133,8287,90.0,79,4,0
2579,1,1837,4303,7609,736,1666,2020,11,0,84,4175,1.0,80,2,2
2590,0,1902,3461,7036,690,1666,1999,8,8,47,5944,105.0,79,0,3
2601,0,2423,1964,4772,603,1666,1986,7,6,163,1796,103.0,79,6,3
2612,0,2476,2130,2574,603,1666,2019,7,21,337,1196,116.0,79,12,3
2623,0,2563,1925,6311,603,1666,2006,8,18,344,8059,113.0,79,12,3
2634,1,2573,4303,4103,736,1666,2010,9,162,506,3464,5.0,80,31,1
2645,0,2793,2636,1599,621,1666,2007,8,219,230,3475,99.0,79,7,0
2656,1,3227,4303,4832,319,1666,2014,9,174,80,7324,6.0,36,2,0
2668,0,3287,2523,7511,736,1666,2021,9,216,319,1364,96.0,80,12,0
2679,0,3360,805,4244,718,1666,2010,7,58,62,1268,148.0,79,0,3
2690,0,4337,3212,3390,603,1666,1999,8,101,318,7246,189.0,79,12,3
2701,0,4355,3018,1589,603,1666,1995,7,217,185,594,97.0,79,7,0
2712,0,4861,1603,1591,603,1666,1991,7,5,309,6825,102.0,79,12,3
